Table 1.3 Net overseas migration by country of birth, Victoria, 2004-05 to 2024-25(a)(b),,,,,,,,,,,,,,,,,,,,,,
SACC code(c),Country of birth(c),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25(d)
7203,Azerbaijan,10,10,0,10,10,0,10,0,10,10,10,10,10,10,0,0,-10,10,20,0,10
7204,Georgia,10,10,10,0,10,10,0,20,20,20,0,10,10,10,10,10,10,0,20,30,30
7205,Kazakhstan,10,20,20,30,20,30,20,40,30,30,40,10,40,30,30,30,-10,30,40,40,30
7206,Kyrgyzstan,10,10,0,10,10,10,10,0,0,0,10,0,10,0,20,0,-10,10,10,10,10
7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
7211,Uzbekistan,20,10,30,30,30,10,20,20,20,20,10,20,20,20,30,20,-20,10,50,20,50
8101,Bermuda,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0
8102,Canada,390,390,320,440,320,300,480,510,330,360,390,420,230,270,270,200,-240,200,490,420,340
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,830,820,1 130,680,480,740,1 120,1 700,1 050,690,660,660,930,630,460,810,-420,240,1 040,910,840
8201,Argentina,50,30,50,40,10,80,40,70,130,100,100,110,160,210,310,390,-90,140,750,430,170
8202,Bolivia,10,0,0,0,10,10,0,10,10,0,0,0,10,10,20,10,-10,0,30,20,0
8203,Brazil,70,230,280,270,220,200,60,170,250,660,50,700,950,830,660,260,-360,290,1 210,580,160
8204,Chile,40,40,70,60,110,90,90,150,120,70,100,150,280,340,310,300,-140,120,1 090,480,200
8205,Colombia,110,200,350,370,430,360,150,370,500,430,560,910,1 280,1 240,1 780,1 490,-600,300,7 610,2 220,-1 380
8206,Ecuador,0,10,0,10,10,20,10,10,70,170,10,-80,-20,20,10,40,-20,30,180,270,40
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,Guyana,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
8212,Paraguay,0,10,0,0,0,10,0,0,0,0,0,0,20,10,10,0,-10,20,20,-10,10
8213,Peru,50,90,100,110,90,50,40,80,40,40,20,30,60,90,90,120,-20,50,430,310,180
8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,Uruguay,20,10,10,0,0,0,10,10,0,0,10,20,20,20,30,10,-20,0,50,30,20
8216,Venezuela,20,30,60,80,80,150,120,110,90,90,130,150,180,40,20,70,-20,0,130,70,20
8299,S America, nec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,Costa Rica,0,0,0,10,0,0,0,10,0,10,0,0,10,10,10,0,0,10,10,10,0
8303,El Salvador,20,20,20,20,30,20,40,10,30,10,10,20,20,30,20,10,0,10,10,10,0
8304,Guatemala,0,0,0,0,10,0,10,0,10,0,10,10,10,0,10,0,-10,10,20,10,10
8305,Honduras,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,10,10,0
8306,Mexico,60,60,110,80,90,100,120,120,120,80,140,180,170,150,140,100,-90,100,390,200,80
8307,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0
8308,Panama,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,Barbados,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0
8406,Cayman Islands,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
8407,Cuba,10,10,10,10,10,10,10,20,10,0,10,0,0,0,0,10,0,0,10,10,0
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,0,10,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,10,0,0
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
8415,Jamaica,10,0,0,0,0,10,10,10,10,10,10,0,20,10,10,10,-10,10,10,0,0
8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,0,0,0,0,-20,0,0,0,0,0,0,0,10,0,-10,0,0,0,0,0,10
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Trinidad/Tobago,20,10,10,10,-10,0,10,20,20,-10,0,10,10,0,0,0,0,0,10,10,0
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,Virgin Is, Brit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,Virgin Is, US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Benin,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,Cameroon,10,10,0,0,10,10,10,10,0,10,10,10,0,0,10,10,0,10,10,20,20
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,Congo, Rep,20,20,20,0,0,10,20,20,0,0,10,10,20,10,10,20,0,10,10,30,10
9108,Congo, Dem Rep,0,50,40,40,20,60,80,30,40,50,60,90,40,120,250,70,0,50,40,230,130
9111,Cote d'Ivoire,30,10,10,30,20,30,10,10,10,10,0,0,10,0,0,10,0,0,0,0,0
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,Gambia,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0
9115,Ghana,20,60,70,30,30,50,40,60,50,50,50,80,80,50,70,50,-30,70,130,160,120
9116,Guinea,20,20,10,10,10,40,10,10,0,10,10,0,10,10,10,0,0,10,0,0,10
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,180,60,80,50,80,80,20,20,30,30,20,20,40,20,0,0,0,10,30,20,10
9121,Mali,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,Nigeria,30,50,90,90,110,120,130,130,170,210,180,230,360,270,170,200,-30,350,510,510,270
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,10,0,0,10,10,0
9127,Sierra Leone,20,40,40,30,20,40,20,20,20,20,10,0,10,20,0,10,-10,20,10,10,10
9128,Togo,0,0,10,30,0,10,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0
9201,Angola,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
9202,Botswana,30,-30,0,10,0,0,-10,0,10,-10,-10,10,20,10,10,20,-20,20,40,40,30
9203,Burundi,60,60,40,10,10,10,10,10,20,10,20,20,10,30,50,50,0,10,20,30,40
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0
9206,Eritrea,80,60,60,60,60,80,60,60,40,80,110,130,130,140,100,110,10,80,100,130,200
9207,Ethiopia,280,250,310,240,330,340,330,360,270,390,410,330,380,240,210,190,60,250,280,430,360
9208,Kenya,290,250,250,210,180,160,120,120,180,150,250,260,350,340,270,250,-30,530,1 020,1 230,590
9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0
9212,Madagascar,0,0,0,0,0,0,10,0,0,0,0,10,0,10,10,0,0,0,10,0,0
9213,Malawi,10,10,0,10,10,0,10,0,10,10,10,10,10,10,50,10,-10,30,20,50,30
9214,Mauritius,280,510,630,1 130,1 210,200,0,140,90,120,200,190,240,210,200,130,-140,230,290,250,120
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,Mozambique,10,0,10,10,10,0,0,20,10,0,10,0,0,10,10,-10,0,0,0,10,0
9217,Namibia,20,10,20,10,10,0,0,10,20,10,10,0,10,20,10,10,0,10,20,10,10
9218,Reunion,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0
9221,Rwanda,10,0,0,0,20,10,10,0,10,10,20,0,0,10,10,10,0,10,10,30,20
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,10,10,20,20,10,10,10,0,0,10,0,-10,0,0,10,0,-10,0,0,0,0
9224,Somalia,150,150,140,80,110,240,190,200,150,210,180,200,160,50,40,-30,-60,70,110,190,90
9225,South Africa,750,1 000,1 100,1 450,1 500,860,900,890,700,550,650,770,970,910,1 090,930,100,780,1 450,1 790,1 090
9226,Eswatini,0,0,0,10,10,0,0,10,0,0,10,0,-10,0,0,0,0,0,0,10,0
9227,Tanzania,50,80,30,20,40,20,40,20,-10,0,30,20,30,0,40,40,-10,20,20,50,30
9228,Uganda,30,30,60,30,20,50,30,30,20,30,70,30,50,40,50,40,0,50,90,90,70
9231,Zambia,20,30,30,60,30,10,30,20,40,20,0,20,30,40,10,10,-10,30,40,50,40
9232,Zimbabwe,240,270,330,390,400,200,200,180,150,150,170,210,260,240,340,270,-10,270,520,610,530
